ID,Country,Fulfill Via,Shipment Mode,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Brand,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
4824,Tanzania,Direct Drop,Air,2009-06-15,2009-06-15,2009-06-15,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",Atripla,Tablet - FDC,30,24963.0,1258135.2,50.4,1.68,"MSD, Haarlem, NL",Yes,2462.0,3451.41,2465.94
4854,Guyana,Direct Drop,Air,2009-01-30,2009-01-23,2009-01-23,HRDT,Hiv Test,"Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,Test kit,100,351.0,25272.0,72.0,0.72,Inverness Japan,Yes,60.0,1097.78,49.53
4921,Vietnam,Direct Drop,Air,2009-04-10,2009-04-10,2009-04-10,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Generic,Tablet,60,5200.0,15080.0,2.9,0.05,"Aurobindo Unit III, India",No,,,29.56
4929,Zambia,Direct Drop,Air,2009-03-26,2009-03-26,2009-03-26,HRDT,Hiv Test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",Bioline,Test kit,25,300.0,6000.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,94.0,1205.43,11.76
4947,Senegal,Direct Drop,Air,2009-03-25,2009-03-25,2009-03-25,HRDT,Hiv Test,"Orgenics, Ltd","HIV 1/2, ImmunoComb TriSpot Ag - Ab Kit, 36 Tests",ImmunoComb,Test kit,36,80.0,6800.0,85.0,2.36,INVERNESS ORGENICS LINE,Yes,,812.0,13.33
4949,Tanzania,Direct Drop,Air,2009-08-11,2009-08-11,2009-08-11,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Aluvia,Tablet,120,10680.0,438948.0,41.1,0.34,ABBVIE Ludwigshafen Germany,Yes,2724.0,12620.12,860.34
5032,South Africa,Direct Drop,Air,2009-03-17,2008-11-28,2008-11-28,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Generic,Tablet,30,7000.0,113050.0,16.15,0.54,"Aurobindo Unit III, India",No,,,221.58
5033,South Africa,Direct Drop,Air,2009-03-17,2008-11-28,2008-11-28,ARV,Adult,S. BUYS WHOLESALER,"Nevirapine 200mg, tablets, 60 Tabs",Generic,Tablet,60,983.0,4875.68,4.96,0.08,"Aurobindo Unit III, India",No,,,9.56
5034,South Africa,Direct Drop,Air,2009-03-24,2008-12-01,2008-12-01,ARV,Adult,S. BUYS WHOLESALER,"Stavudine 30mg, capsules, 60 Caps",Generic,Capsule,60,1325.0,3339.0,2.52,0.04,"Aurobindo Unit III, India",No,,,6.54
5035,South Africa,Direct Drop,Air,2009-03-31,2008-12-02,2008-12-02,ARV,Adult,S. BUYS WHOLESALER,"Nevirapine 200mg [Viramune], tablets, 60 Tabs",Viramune,Tablet,60,2880.0,44812.8,15.56,0.26,"Boehringer Ing., Koropi, GR",No,,,87.83
5036,South Africa,Direct Drop,Air,2009-06-16,2009-01-28,2009-01-28,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg, tablets, 60 Tabs",Generic,Tablet,60,6800.0,82620.0,12.15,0.2,"Aurobindo Unit III, India",Yes,,,161.94
5037,South Africa,Direct Drop,Air,2009-07-07,2009-02-02,2009-02-02,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Generic,Tablet,30,3414.0,49810.26,14.59,0.49,"Cipla, Goa, India",Yes,,,97.63
5041,South Africa,Direct Drop,Air,2009-04-07,2008-12-03,2008-12-03,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg [Retrovir], tablets, 60 Tabs",Retrovir,Tablet,60,5000.0,62750.0,12.55,0.21,GSK Aranda,No,,,122.99
5042,South Africa,Direct Drop,Air,2009-05-05,2008-12-23,2008-12-23,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Generic,Tablet,30,6215.0,102609.65,16.51,0.55,"Aurobindo Unit III, India",No,,,201.11
5043,South Africa,Direct Drop,Air,2009-05-05,2008-12-23,2008-12-23,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps",Stocrin/Sustiva,Capsule,30,3000.0,7470.0,2.49,0.08,"MSD Midrand, J'burg, SA",No,,,14.64
5044,South Africa,Direct Drop,Air,2009-05-26,2009-01-22,2009-01-22,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 50mg, capsule, 30 Caps",Generic,Capsule,30,500.0,1530.0,3.06,0.1,"Aurobindo Unit III, India",No,,,3.0
5045,South Africa,Direct Drop,Air,2009-03-31,2008-11-21,2008-11-21,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Generic,Tablet,30,1200.0,14532.0,12.11,0.4,"Cipla, Goa, India",No,,,28.48
5046,South Africa,Direct Drop,Air,2009-03-31,2008-11-21,2008-11-21,ARV,Adult,S. BUYS WHOLESALER,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Viread,Tablet,30,500.0,8820.0,17.64,0.59,"Aspen-OSD, Port Elizabeth, SA",No,,,17.29
5047,South Africa,Direct Drop,Air,2009-03-31,2008-11-21,2008-11-21,ARV,Adult,S. BUYS WHOLESALER,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Truvada,Tablet - FDC,30,80.0,2336.0,29.2,0.97,"Aspen-OSD, Port Elizabeth, SA",No,,,4.58
5048,South Africa,Direct Drop,Air,2009-04-01,2008-11-21,2008-11-21,ARV,Pediatric,S. BUYS WHOLESALER,"Ritonavir 80mg/ml [Norvir], oral solution, cool, Bottle, 90 ml",Norvir,Oral solution,90,1.0,5.97,5.97,0.07,ABBVIE (Abbott) France,Yes,,,0.01
5049,South Africa,Direct Drop,Air,2009-04-01,2008-11-26,2008-11-26,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg [Retrovir], tablets, 60 Tabs",Retrovir,Tablet,60,500.0,6555.0,13.11,0.22,GSK Aranda,Yes,,1521.4,12.85
5050,South Africa,Direct Drop,Air,2009-04-03,2009-02-11,2009-02-11,ARV,Adult,S. BUYS WHOLESALER,"Stavudine 20mg [Zerit], capsules, 60 Caps",Zerit,Capsule,60,300.0,1179.0,3.93,0.07,"BMS Meymac, France",Yes,,,2.31
5051,South Africa,Direct Drop,Air,2009-03-30,2009-01-21,2009-01-21,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 50mg [Stocrin/Sustiva], capsule, 30 Caps",Stocrin/Sustiva,Capsule,30,80.0,188.8,2.36,0.08,"MSD Midrand, J'burg, SA",No,,,0.37
5052,South Africa,Direct Drop,Air,2009-03-30,2009-01-21,2009-01-21,ARV,Adult,S. BUYS WHOLESALER,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Invirase,Capsule,270,28.0,1578.92,56.39,0.21,Roche Basel,No,,,3.09
5053,South Africa,Direct Drop,Air,2009-03-30,2009-01-21,2009-01-21,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 200mg [Stocrin/Sustiva], capsule, 90 Caps",Stocrin/Sustiva,Capsule,90,30.0,829.5,27.65,0.31,"MSD Midrand, J'burg, SA",No,,,1.63
5058,South Africa,Direct Drop,Air,2009-06-25,2009-06-25,2009-06-25,ARV,Pediatric,S. BUYS WHOLESALER,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Generic,Oral solution,240,108.0,610.2,5.65,0.02,"Aurobindo Unit III, India",Yes,,,1.2
5059,South Africa,Direct Drop,Air,2009-06-25,2009-04-15,2009-04-15,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine 150mg, tablets, 60 Tabs",Generic,Tablet,60,9620.0,68109.6,7.08,0.12,"Aurobindo Unit III, India",Yes,,,133.49
5066,Botswana,Direct Drop,Air,,2009-04-17,2009-04-17,HRDT,Hiv Test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",OraQuick,Test kit,100,20.0,7000.0,350.0,3.5,"Pacific Biotech, Thailand",Yes,48.0,1119.99,13.72
5076,South Africa,Direct Drop,Truck,2009-04-21,2009-04-17,2009-04-17,ARV,Adult,S. BUYS WHOLESALER,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Viread,Tablet,30,250.0,5315.0,21.26,0.71,"Aspen-OSD, Port Elizabeth, SA",Yes,,,10.42
5081,South Africa,Direct Drop,Truck,2009-05-15,2009-05-15,2009-05-15,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 200mg [Stocrin/Sustiva], capsule, 90 Caps",Stocrin/Sustiva,Capsule,90,100.0,3220.0,32.2,0.36,"MSD Midrand, J'burg, SA",Yes,,,6.31
5083,South Africa,Direct Drop,Truck,2009-05-15,2009-04-21,2009-04-21,ARV,Adult,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Aluvia,Tablet,120,400.0,14400.0,36.0,0.3,ABBVIE Ludwigshafen Germany,Yes,,,28.22
5113,Rwanda,Direct Drop,Air,2009-08-12,2009-08-12,2009-08-12,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Generic,Tablet,30,28034.0,195677.32,6.98,0.23,Hetero Unit III Hyderabad IN,Yes,2268.0,19023.36,383.53
5114,Nigeria,Direct Drop,Air,2009-09-03,2009-09-03,2009-09-03,ACT,Act,MISSIONPHARMA A/S,"Artemether/Lumefantrine 20/120mg [Coartem], scored tablets, Blister 30 x 18 Tabs",Coartem,Tablet - FDC + blister,540,2000.0,70420.0,35.21,0.07,"Novartis Pharma Suffern, USA",Yes,1250.0,17170.07,138.02
5119,Côte D'Ivoire,Direct Drop,Air,2009-06-10,2009-06-09,2009-06-09,HRDT,Hiv Test,BIO-RAD LABORATORIES (FRANCE),"HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests",Genie,Test kit,40,476.0,52360.0,110.0,2.75,Bio-Rad Laboratories,Yes,534.0,9471.52,102.63
5120,Côte D'Ivoire,Direct Drop,Air,2009-06-10,2009-06-17,2009-06-17,HRDT,Hiv Test,BIO-RAD LABORATORIES (FRANCE),"HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests",Genie,Test kit,40,18.0,1980.0,110.0,2.75,Bio-Rad Laboratories,Yes,20.0,2199.43,3.88
5147,Namibia,Direct Drop,Air,2009-05-27,2009-05-27,2009-05-27,HRDT,Hiv Test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",Uni-Gold,Test kit,20,6760.0,216320.0,32.0,1.6,"Trinity Biotech, Plc",Yes,2261.0,17643.81,423.99
5175,Tanzania,Direct Drop,Air,2009-07-30,2009-07-30,2009-07-30,ARV,Adult,Hoffmann-La Roche ltd Basel,"Saquinavir 200mg [Invirase], capsules, 270 Caps",Invirase,Capsule,270,820.0,73074.13,89.11,0.33,Roche Basel,Yes,424.0,3310.89,143.23
5194,South Africa,Direct Drop,Truck,2009-10-12,2009-07-21,2009-07-21,ARV,Adult,S. BUYS WHOLESALER,"Abacavir 300mg [Ziagen], tablets, Blister 6 x 10 Tabs",Ziagen,Tablet - blister,60,30.0,1081.8,36.06,0.6,GSK Ware (UK),No,,,2.12
5195,South Africa,Direct Drop,Truck,2009-10-12,2009-07-28,2009-07-28,ARV,Adult,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Aluvia,Tablet,120,200.0,,41.98,0.35,ABBVIE Ludwigshafen Germany,No,,,16.46
5199,Namibia,Direct Drop,Air,2009-09-01,2009-09-01,2009-09-01,HRDT,Hiv Test,"Orgenics, Ltd","HIV 1/2, Clearview Complete Kit, 25 Tests",Clearview,Test kit,25,4.0,300.0,75.0,3.0,Chembio Diagnostics Sys. Inc.,Yes,4.0,133.25,0.59
5201,Côte D'Ivoire,Direct Drop,Air,2009-09-15,2009-09-15,2009-09-15,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Kaletra,Oral solution,300,20.0,822.0,41.1,0.14,ABBVIE (Abbott) Logis. UK,Yes,,,1.61
5233,Côte D'Ivoire,Direct Drop,Air,2006-05-02,2006-05-02,2006-05-02,HRDT,Hiv Test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, (no accessories), 30 Tests",Bioline,Test kit,30,31.0,734.7,23.7,0.79,"Standard Diagnostics, Korea",Yes,11.0,515.32,
5243,Côte D'Ivoire,Direct Drop,Air,2006-08-08,2006-08-08,2006-08-08,HRDT,Hiv Test,RANBAXY Fine Chemicals LTD.,"HIV, Reveal G3 Rapid HIV-1 Antibody Test, 30 Tests",Reveal,Test kit,30,19.0,551.0,29.0,0.97,Ranbaxy Fine Chemicals LTD,Yes,13.0,859.53,
5249,Vietnam,Direct Drop,Air,2006-09-15,2006-09-15,2006-09-15,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 133.3/33.3mg [Kaletra], capsules, cool, 2 x 90 Caps",Kaletra,Capsule,180,198.0,35802.36,180.82,1.0,ABBVIE (Abbott) St. P'burg USA,Yes,389.0,7286.16,
5253,Nigeria,Direct Drop,Air,2006-09-28,2006-09-28,2006-09-28,ARV,Pediatric,Aurobindo Pharma Limited,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Generic,Oral suspension,240,416.0,2579.2,6.2,0.03,"Aurobindo Unit III, India",No,,,
5260,Côte D'Ivoire,Direct Drop,Air,2006-09-06,2006-09-06,2006-09-06,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Generic,Tablet,60,16683.0,65897.85,3.95,0.07,"Aurobindo Unit III, India",Yes,1498.0,20257.08,
5261,Côte D'Ivoire,Direct Drop,Air,2006-09-06,2006-09-06,2006-09-06,ARV,Adult,Aurobindo Pharma Limited,"Stavudine 30mg, capsules, 60 Caps",Generic,Capsule,60,9321.0,29361.15,3.15,0.05,"Aurobindo Unit III, India",No,,,
52244,Rwanda,Direct Drop,Air,2012-05-23,2012-05-23,2012-05-23,ARV,Adult,CIPLA LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Generic,Tablet,30,768.0,4369.92,5.69,0.19,"Cipla, Goa, India",Yes,55.0,393.29,6.13
5268,Guyana,Direct Drop,Air,2006-12-25,2006-12-25,2006-12-25,ARV,Adult,Aurobindo Pharma Limited,"Stavudine 15mg, capsules, 60 Caps",Generic,Capsule,60,602.0,1414.7,2.35,0.04,"Aurobindo Unit III, India",Yes,37.0,569.52,
5277,Uganda,Direct Drop,Air,2006-12-22,2006-12-22,2006-12-22,ARV,Adult,SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),"Lamivudine 150mg, tablets, 60 Tabs",Generic,Tablet,60,6349.0,21269.15,3.35,0.06,"Ranbaxy, Paonta Shahib, India",Yes,369.0,2623.49,
5278,Zambia,Direct Drop,Air,2006-12-20,2006-12-20,2006-12-20,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Generic,Tablet,60,33333.0,120332.13,3.61,0.06,"Aurobindo Unit III, India",No,,,
5279,Vietnam,Direct Drop,Air,2007-03-14,2007-03-14,2007-03-14,ARV,Adult,SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),"Lamivudine 150mg, tablets, 60 Tabs",Generic,Tablet,60,98400.0,329640.0,3.35,0.06,"Ranbaxy, Paonta Shahib, India",Yes,4300.0,27923.26,
5280,Vietnam,Direct Drop,Air,2007-03-14,2007-05-16,2007-05-16,ARV,Pediatric,Aurobindo Pharma Limited,"Didanosine 100mg, chewable/dispersible tablets, 60 Tabs",Generic,Chewable/dispersible tablet,60,1700.0,17850.0,10.5,0.18,"Aurobindo Unit III, India",Yes,356.0,14982.1,
5281,Vietnam,Direct Drop,Air,2007-03-14,2007-03-14,2007-03-14,ARV,Adult,Aurobindo Pharma Limited,"Abacavir 300mg, tablets, 60 Tabs",Generic,Tablet,60,700.0,30835.0,44.05,0.73,"Aurobindo Unit III, India",No,,,
5282,Vietnam,Direct Drop,Air,2007-03-14,2007-03-14,2007-03-14,ARV,Adult,,"Efavirenz 600mg, tablets, 30 Tabs",Generic,Tablet,30,38300.0,641525.0,16.75,0.56,"Aurobindo Unit III, India",No,,,
5283,Vietnam,Direct Drop,Air,2007-04-16,2007-04-16,2007-04-16,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Aluvia,Tablet,120,1320.0,238682.4,180.82,1.51,ABBVIE (Abbott) Logis. UK,Yes,304.0,13453.12,
5293,Guyana,Direct Drop,Air,2006-11-15,2006-11-15,2006-11-15,HRDT,Hiv Test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,Test kit,100,230.0,18400.0,80.0,0.8,ABBVIE GmbH & Co.KG Wiesbaden,Yes,38681.0,801.54,
5294,Nigeria,Direct Drop,Air,2007-01-18,2007-01-18,2007-01-18,HRDT,Hiv Test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",Uni-Gold,Test kit,20,40.0,1600.0,40.0,2.0,"Trinity Biotech, Plc",Yes,14.0,713.58,
5295,Nigeria,Direct Drop,Air,2006-12-17,2006-12-17,2006-12-17,HRDT,Hiv Test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",OraQuick,Test kit,100,8.0,3200.0,400.0,0.000795,"Pacific Biotech, Thailand",Yes,,,
5303,Zimbabwe,Direct Drop,Air,2007-03-19,2007-03-19,2007-03-19,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",Videx,Chewable/dispersible tablet,60,54.0,513.0,9.5,0.16,"BMS Meymac, France",Yes,,,
5304,Tanzania,Direct Drop,Air,2007-03-23,2007-03-23,2007-03-23,HRDT,Hiv Test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit, 100 Tests",Capillus,Test kit,100,700.0,97300.0,139.0,1.39,"Trinity Biotech, Plc",Yes,488.0,3114.08,
5324,Guyana,Direct Drop,Air,2007-04-30,2007-04-30,2007-04-30,HRDT,Hiv Test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",Uni-Gold,Test kit,20,1000.0,32000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,337.0,5240.47,
5352,Guyana,Direct Drop,Air,2007-08-07,2007-08-07,2007-08-07,HRDT,Hiv Test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",Uni-Gold,Test kit,20,1500.0,48000.0,32.0,1.6,"Trinity Biotech, Plc",Yes,515.0,8576.8,76.8
5353,Guyana,Direct Drop,Air,2007-08-09,2007-08-21,2007-08-21,HRDT,Hiv Test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",Determine,Test kit,100,300.0,21597.0,71.99,0.72,Inverness Japan,Yes,69.0,1398.6,34.56
5364,Côte D'Ivoire,Direct Drop,Air,2007-08-24,2007-08-24,2007-08-24,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",Videx,Chewable/dispersible tablet,60,1577.0,14981.5,9.5,0.16,"BMS Meymac, France",Yes,309.0,,23.97
5365,Haiti,Direct Drop,Air,2007-08-13,2007-08-13,2007-08-13,HRDT,Hiv Test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,Test kit - Ancillary,100,450.0,4.5,0.01,0.0,Inverness Japan,Yes,,,0.01
5366,Haiti,Direct Drop,Air,2007-08-13,2007-08-07,2007-08-07,HRDT,Hiv Test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,Test kit - Ancillary,100,300.0,3.0,0.01,0.0,Inverness Japan,Yes,24.0,240.0,0.0
5428,Côte D'Ivoire,Direct Drop,Air,2007-10-23,2007-10-23,2007-10-23,HRDT,Hiv Test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, (no accessories), 30 Tests",Bioline,Test kit,30,2000.0,47000.0,23.5,0.78,"Standard Diagnostics, Korea",Yes,750.0,7961.7,75.2
5446,Rwanda,Direct Drop,Air,2007-11-19,2007-11-19,2007-11-19,HRDT,Hiv Test,Premier Medical Corporation Ltd.,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests",First Response,Test kit,30,1400.0,23100.0,16.5,0.55,Premier Med. Corp Ltd. India,Yes,405.0,3616.95,36.96
5507,South Africa,Direct Drop,,2008-01-29,2008-01-29,2008-01-29,ARV,Adult,"JSI R&T INSTITUTE, INC.","Efavirenz 600mg [Stocrin/Sustiva], tablets, 30 Tabs",Stocrin/Sustiva,Tablet,30,600.0,12996.0,21.66,0.72,"MSD Midrand, J'burg, SA",No,,,20.79
5508,South Africa,Direct Drop,,2008-01-29,2008-01-29,2008-01-29,ARV,Pediatric,"JSI R&T INSTITUTE, INC.","Ritonavir 80mg/ml [Norvir], oral solution, cool, Bottle, 90 ml",Norvir,Oral solution,90,3.0,28.95,9.65,0.11,ABBVIE (Abbott) France,No,,,0.05
5509,South Africa,Direct Drop,,2008-01-29,2008-01-29,2008-01-29,ARV,Adult,"JSI R&T INSTITUTE, INC.","Lopinavir/Ritonavir 133.3/33.3mg [Kaletra], capsules, cool, 2 x 90 Caps",Kaletra,Capsule,180,400.0,19304.0,48.26,0.27,ABBVIE (Abbott) Logis. UK,No,,,30.89
5510,South Africa,Direct Drop,,2008-01-29,2008-01-29,2008-01-29,ARV,Adult,"JSI R&T INSTITUTE, INC.","Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Videx EC,Delayed-release capsules - blister,30,100.0,2208.0,22.08,0.74,"BMS Meymac, France",No,,,3.53
5522,Vietnam,Direct Drop,Air,2008-03-06,2008-03-06,2008-03-06,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Aluvia,Tablet,120,1000.0,82200.0,82.2,0.68,ABBVIE Ludwigshafen Germany,Yes,249.0,3120.92,131.52
5532,Rwanda,Direct Drop,Air,2008-01-31,2008-01-28,2008-01-28,HRDT,Hiv Test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",Determine,Test kit,100,1500.0,107985.0,71.99,0.72,Inverness Japan,Yes,340.0,9479.89,172.78
5534,Vietnam,Direct Drop,Air,2008-02-01,2008-02-01,2008-02-01,ARV,Adult,Aurobindo Pharma Limited,"Stavudine 15mg, capsules, 60 Caps",Generic,Capsule,60,600.0,900.0,1.5,0.02,"Aurobindo Unit III, India",No,,,1.44
5551,Haiti,Direct Drop,Air,2008-03-10,2008-03-10,2008-03-10,HRDT,Hiv Test,"Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit, 100 Tests",Capillus,Test kit,100,2.0,278.0,139.0,1.39,"Trinity Biotech, Plc",Yes,1.0,897.52,0.44
5575,South Africa,Direct Drop,,2008-01-21,2008-01-04,2008-01-04,ARV,Adult,"JSI R&T INSTITUTE, INC.","Stavudine 40mg [Zerit], capsules, 60 Caps",Zerit,Capsule,60,200.0,1146.0,5.73,0.1,"BMS Meymac, France",No,,,1.83
5589,Botswana,Direct Drop,Air,2008-04-03,2008-04-03,2008-04-03,HRDT,Hiv Test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests",Uni-Gold,Test kit,20,450.0,14400.0,32.0,1.6,"Trinity Biotech, Plc",Yes,155.0,1625.08,23.04
5590,Nigeria,Direct Drop,Air,2008-09-19,2008-06-20,2008-06-20,HRDT,Hiv Test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",Stat-Pak,Test kit,20,7301.0,197127.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,Yes,2093.0,16036.94,315.4
5595,Benin,Direct Drop,Air,2008-03-10,2008-03-10,2008-03-10,HRDT,Hiv Test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,Test kit - Ancillary,100,1436.0,14.36,0.01,0.0,Inverness Japan,Yes,,,0.02
5596,Benin,Direct Drop,Air,2008-03-10,2008-03-04,2008-03-04,HRDT,Hiv Test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",Determine,Test kit,100,1436.0,103377.64,71.99,0.72,Inverness Japan,Yes,327.0,6687.51,165.4
5622,Zambia,Direct Drop,Air,2008-04-22,2008-04-22,2008-04-22,HRDT,Hiv Test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,Test kit - Ancillary,100,2000.0,20.0,0.01,0.0,Inverness Japan,Yes,,,0.03
5634,Côte D'Ivoire,Direct Drop,Air,2009-03-19,2009-03-19,2009-03-19,HRDT,Hiv Test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",Bioline,Test kit,25,659.0,13180.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,206.0,2358.13,25.83
5635,Lesotho,Direct Drop,Air,2008-07-14,2008-07-14,2008-07-14,HRDT,Hiv Test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",OraQuick,Test kit,100,7.0,2450.0,350.0,3.5,"Pacific Biotech, Thailand",Yes,17.0,587.63,3.92
5645,Botswana,Direct Drop,Air,2008-06-23,2008-06-04,2008-06-04,HRDT,Hiv Test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",Determine,Test kit,100,200.0,14398.0,71.99,0.72,Inverness Japan,Yes,46.0,1028.18,23.04
5646,Nigeria,Direct Drop,Air,2008-05-08,2008-04-07,2008-04-07,HRDT,Hiv Test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,Test kit - Ancillary,100,285.0,2.85,0.01,0.0,Inverness Japan,Yes,,,0.0
5647,Uganda,Direct Drop,Air,2008-05-22,2008-05-22,2008-05-22,HRDT,Hiv Test - Ancillary,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,Test kit - Ancillary,100,850.0,8.5,0.01,0.0,Inverness Japan,Yes,56.0,360.0,0.01
